user_id,acquisition_date,cancellation_month,gender,marital_status,age,income_segment,country,channel,campaign_id,device_type,plan_type
118,2024-06-01,2024-11-01,Male,Married,49,High,Portugal,Referral,Referral_C,Android,Premium
119,2024-08-01,2025-09-01,Male,Married,40,High,Germany,Referral,Referral_A,Android,Standard
120,2024-05-01,,Female,Married,48,High,Sweden,Paid Ads,Paid Ads_A,Android,Standard
121,2024-08-01,2025-05-01,Female,Single,42,High,Switzerland,Organic,Organic_A,iOS,Standard
122,2024-05-01,,Male,Single,36,High,Czech Republic,Referral,Referral_C,iOS,Standard
123,2024-02-01,2024-09-01,Male,Single,19,Low,Germany,Organic,Organic_B,iOS,Basic
124,2024-07-01,2025-04-01,Female,Married,32,Medium,Austria,Paid Ads,Paid Ads_C,Web,Standard
125,2024-05-01,2024-11-01,Male,Single,31,Medium,Sweden,Paid Ads,Paid Ads_B,Android,Standard
126,2024-08-01,,Female,Married,23,Low,Netherlands,Organic,Organic_C,Android,Basic
127,2024-02-01,2024-10-01,Male,Single,20,Low,Netherlands,Paid Ads,Paid Ads_B,Android,Basic
128,2024-01-01,2025-01-01,Male,Married,39,High,Portugal,Paid Ads,Paid Ads_A,Android,Premium
129,2024-04-01,2024-11-01,Male,Married,38,High,Switzerland,Paid Ads,Paid Ads_B,Android,Standard
130,2024-04-01,2024-06-01,Female,Single,23,Low,Belgium,Paid Ads,Paid Ads_B,iOS,Basic
131,2024-04-01,2024-08-01,Male,Married,27,Medium,Sweden,Paid Ads,Paid Ads_A,Android,Basic
132,2024-05-01,,Female,Single,46,High,Belgium,Referral,Referral_C,Android,Premium
133,2024-01-01,,Male,Single,26,Medium,Germany,Organic,Organic_B,Android,Standard
134,2024-05-01,2025-01-01,Female,Single,36,High,Switzerland,Paid Ads,Paid Ads_C,Android,Premium
135,2024-07-01,,Female,Single,33,Medium,Spain,Paid Ads,Paid Ads_B,iOS,Basic
136,2024-05-01,,Male,Single,40,High,Spain,Paid Ads,Paid Ads_B,Android,Premium
137,2024-01-01,2025-01-01,Female,Married,26,Medium,Austria,Organic,Organic_C,iOS,Basic
138,2024-01-01,2024-10-01,Female,Married,35,Medium,Czech Republic,Paid Ads,Paid Ads_B,Android,Basic
139,2024-07-01,2025-02-01,Female,Single,36,High,Austria,Paid Ads,Paid Ads_B,Android,Premium
140,2024-01-01,,Female,Married,37,High,Italy,Paid Ads,Paid Ads_C,Android,Premium
141,2024-08-01,2025-09-01,Male,Married,35,Medium,Portugal,Paid Ads,Paid Ads_C,Android,Standard
142,2024-01-01,,Male,Married,38,High,Austria,Organic,Organic_C,iOS,Premium
143,2024-04-01,2024-11-01,Male,Married,56,Premium,Poland,Organic,Organic_C,Android,Standard
144,2024-08-01,2025-05-01,Female,Single,60,Premium,Portugal,Paid Ads,Paid Ads_B,Web,Standard
145,2024-08-01,,Female,Single,28,Medium,Netherlands,Organic,Organic_A,iOS,Standard
146,2024-07-01,2025-03-01,Male,Married,18,,Belgium,Paid Ads,Paid Ads_C,Android,Standard
147,2024-03-01,2024-08-01,Male,Single,40,High,Italy,Paid Ads,Paid Ads_C,Android,Premium
148,2024-03-01,2024-08-01,Female,Single,36,High,Spain,Paid Ads,Paid Ads_B,Android,Standard
149,2024-01-01,,Male,Single,45,High,Poland,Paid Ads,Paid Ads_A,Android,Standard
150,2024-08-01,,Male,Single,37,High,Germany,Paid Ads,Paid Ads_A,iOS,Standard
151,2024-03-01,2024-08-01,Female,Single,35,Medium,Sweden,Organic,Organic_C,Android,Basic
152,2024-03-01,,Male,Single,46,High,Portugal,Organic,Organic_C,Android,Premium
153,2024-01-01,2024-10-01,Female,Single,47,High,Belgium,Paid Ads,Paid Ads_A,iOS,Standard
154,2024-03-01,2024-05-01,Male,Married,21,Low,Portugal,Referral,Referral_A,iOS,Standard
155,2024-05-01,,Female,Single,26,Medium,Czech Republic,Paid Ads,Paid Ads_C,iOS,Basic
156,2024-02-01,,Female,Single,33,Medium,France,Paid Ads,Paid Ads_A,iOS,Basic
157,2024-07-01,,Female,Single,35,Medium,Belgium,Paid Ads,Paid Ads_B,iOS,Standard
158,2024-02-01,2024-10-01,Female,Single,32,Medium,Czech Republic,Paid Ads,Paid Ads_A,Web,Basic
159,2024-01-01,2024-12-01,Female,Single,39,High,Austria,Organic,Organic_A,iOS,Premium
160,2024-04-01,2024-09-01,Male,Single,44,High,Poland,Paid Ads,Paid Ads_A,Android,Premium
161,2024-07-01,2025-02-01,Male,Single,52,Premium,Portugal,Organic,Organic_A,Android,Premium
162,2024-01-01,,Male,Married,40,High,Netherlands,Paid Ads,Paid Ads_B,Android,Premium
163,2024-08-01,,Female,Single,26,Medium,Poland,Paid Ads,Paid Ads_B,Android,Basic
164,2024-04-01,,Male,Single,33,Medium,Germany,Organic,Organic_A,Android,Standard
165,2024-02-01,2024-10-01,Female,Single,34,Medium,Netherlands,Paid Ads,Paid Ads_A,Android,Standard
166,2024-01-01,2024-11-01,Female,Married,40,High,Belgium,Paid Ads,Paid Ads_A,iOS,Premium
167,2024-08-01,,Male,Married,38,High,Poland,Paid Ads,Paid Ads_B,Android,Premium
168,2024-07-01,2025-01-01,Female,Married,55,Premium,Italy,Organic,Organic_C,Android,Standard
169,2024-07-01,2025-04-01,Male,Single,30,Medium,Netherlands,Paid Ads,Paid Ads_A,Android,Standard
170,2024-06-01,2024-09-01,Female,Single,38,High,Czech Republic,Paid Ads,Paid Ads_C,Android,Standard
171,2024-08-01,2025-03-01,Female,Single,58,Premium,Czech Republic,Organic,Organic_B,iOS,Standard
172,2024-05-01,2024-12-01,Male,Married,29,Medium,Portugal,Organic,Organic_A,Web,Basic
173,2024-03-01,,Female,Single,36,High,Belgium,Paid Ads,Paid Ads_B,Android,Standard
174,2024-04-01,2024-08-01,Male,Married,25,Low,Switzerland,Organic,Organic_A,Android,Basic
175,2024-08-01,2025-07-01,Female,Married,35,Medium,Switzerland,Referral,Referral_C,Android,Basic
176,2024-06-01,2024-08-01,Male,Married,27,Medium,Czech Republic,Paid Ads,Paid Ads_C,Android,Standard
177,2024-03-01,2024-07-01,Female,Single,45,High,Austria,Organic,Organic_A,Android,Premium
178,2024-03-01,,Male,Married,36,High,Belgium,Paid Ads,Paid Ads_A,iOS,Standard
179,2024-01-01,2024-10-01,Male,Single,25,Low,Italy,Referral,Referral_C,Android,Standard
180,2024-03-01,,Female,Single,43,High,Germany,Organic,Organic_B,Android,Standard
181,2024-05-01,,Male,Single,36,High,Belgium,Paid Ads,Paid Ads_A,iOS,Premium
182,2024-07-01,2025-01-01,Female,Married,44,High,Czech Republic,Organic,Organic_B,Android,Premium
183,2024-06-01,2025-01-01,Female,Single,23,Low,Sweden,Organic,Organic_A,Web,Standard
184,2024-03-01,2024-09-01,Male,Single,38,High,Portugal,Organic,Organic_A,Web,Premium
185,2024-01-01,2024-11-01,Male,Single,42,High,Germany,Organic,Organic_A,iOS,Premium
186,2024-05-01,,Male,Married,30,Medium,Poland,Paid Ads,Paid Ads_C,Android,Basic
187,2024-02-01,,Male,Married,22,Low,Czech Republic,Referral,Referral_C,Android,Basic
188,2024-07-01,2024-12-01,Male,Married,34,Medium,Czech Republic,Organic,Organic_A,Android,Basic
189,2024-07-01,2024-12-01,Female,Single,47,High,Sweden,Organic,Organic_B,Android,Standard
190,2024-06-01,2025-04-01,Male,Single,46,High,Switzerland,Paid Ads,Paid Ads_A,Android,Standard
191,2024-07-01,2025-02-01,Female,Single,30,Medium,Belgium,Organic,Organic_B,Android,Standard
192,2024-03-01,2024-04-01,Male,Single,22,Low,France,Organic,Organic_A,iOS,Standard
193,2024-01-01,,Male,Married,30,Medium,Spain,Referral,Referral_B,Android,Basic
194,2024-07-01,2025-03-01,Male,Single,30,Medium,Netherlands,Paid Ads,Paid Ads_B,iOS,Basic
195,2024-07-01,,Female,Single,39,High,Belgium,Paid Ads,Paid Ads_A,Android,Premium
196,2024-02-01,2024-09-01,Male,Single,33,Medium,Belgium,Organic,Organic_A,Web,Standard
197,2024-02-01,,Female,Married,27,Medium,Italy,Paid Ads,Paid Ads_A,iOS,Standard
198,2024-04-01,2024-09-01,Female,Single,46,High,Czech Republic,Paid Ads,Paid Ads_C,Android,Premium
199,2024-05-01,2024-11-01,Female,Single,36,High,Sweden,Referral,Referral_B,iOS,Premium
200,2024-03-01,2024-04-01,Male,Married,39,High,Belgium,Organic,Organic_A,iOS,Premium
201,2024-07-01,,Female,Single,18,,Spain,Referral,Referral_C,Web,Basic
202,2024-08-01,2025-03-01,Male,Married,18,,Switzerland,Organic,Organic_A,iOS,Basic
203,2024-07-01,2025-06-01,Female,Single,20,Low,Spain,Referral,Referral_C,Android,Standard
204,2024-01-01,2024-12-01,Male,Married,30,Medium,Spain,Organic,Organic_C,Android,Standard
205,2024-04-01,2024-06-01,Female,Single,40,High,Poland,Paid Ads,Paid Ads_B,iOS,Premium
206,2024-05-01,2024-10-01,Male,Single,18,,Portugal,Organic,Organic_A,Web,Standard
207,2024-08-01,,Male,Married,50,High,France,Paid Ads,Paid Ads_C,Web,Standard
208,2024-04-01,2024-08-01,Male,Single,36,High,Austria,Organic,Organic_A,Android,Premium
209,2024-06-01,2024-11-01,Female,Single,48,High,Netherlands,Paid Ads,Paid Ads_B,iOS,Standard
210,2024-05-01,,Female,Single,26,Medium,Czech Republic,Paid Ads,Paid Ads_C,Android,Basic
211,2024-07-01,2025-02-01,Male,Married,40,High,Sweden,Paid Ads,Paid Ads_A,Android,Premium
212,2024-07-01,2025-02-01,Female,Single,35,Medium,Portugal,Organic,Organic_B,Android,Standard
213,2024-05-01,2024-10-01,Female,Married,43,High,Germany,Referral,Referral_B,iOS,Standard
214,2024-07-01,2025-04-01,Female,Married,32,Medium,Netherlands,Organic,Organic_C,iOS,Basic
215,2024-03-01,2024-08-01,Female,Married,39,High,Netherlands,Referral,Referral_B,Android,Premium
216,2024-05-01,2024-09-01,Female,Single,46,High,Sweden,Referral,Referral_C,iOS,Standard
217,2024-04-01,2024-10-01,Female,Single,28,Medium,Germany,Paid Ads,Paid Ads_B,Android,Standard
218,2024-05-01,2025-02-01,Female,Married,37,High,Poland,Organic,Organic_A,iOS,Premium
219,2024-08-01,2025-04-01,Male,Single,18,,Italy,Organic,Organic_A,Android,Standard
220,2024-07-01,2025-02-01,Male,Single,42,High,Netherlands,Paid Ads,Paid Ads_B,Android,Premium
221,2024-03-01,2024-06-01,Female,Single,54,Premium,Austria,Organic,Organic_A,Android,Standard
222,2024-03-01,,Male,Single,22,Low,Switzerland,Paid Ads,Paid Ads_B,iOS,Basic
223,2024-06-01,,Male,Single,34,Medium,Italy,Referral,Referral_B,iOS,Basic
224,2024-04-01,2024-10-01,Male,Single,43,High,Austria,Referral,Referral_B,Android,Premium
225,2024-02-01,2024-05-01,Female,Married,35,Medium,Czech Republic,Paid Ads,Paid Ads_B,Android,Standard
226,2024-02-01,2024-10-01,Female,Single,36,High,Austria,Referral,Referral_C,Android,Premium
227,2024-05-01,2024-11-01,Female,Single,31,Medium,Germany,Organic,Organic_A,iOS,Standard
228,2024-06-01,2024-10-01,Female,Single,30,Medium,France,Referral,Referral_A,Android,Basic
229,2024-01-01,2024-12-01,Female,Single,34,Medium,Portugal,Organic,Organic_A,Android,Basic
230,2024-05-01,2024-11-01,Male,Single,35,Medium,Spain,Organic,Organic_C,iOS,Basic
231,2024-06-01,2024-11-01,Female,Married,23,Low,Portugal,Organic,Organic_B,Android,Standard
232,2024-04-01,2024-09-01,Male,Married,34,Medium,Portugal,Organic,Organic_C,iOS,Standard
233,2024-04-01,2024-12-01,Female,Single,50,High,Czech Republic,Paid Ads,Paid Ads_A,Android,Standard
234,2024-04-01,2025-01-01,Male,Single,30,Medium,Belgium,Referral,Referral_B,iOS,Basic
235,2024-04-01,2024-06-01,Female,Single,22,Low,Czech Republic,Organic,Organic_B,Web,Basic
236,2024-04-01,2024-06-01,Female,Married,33,Medium,France,Paid Ads,Paid Ads_B,Android,Basic
237,2024-06-01,2024-10-01,Female,Married,27,Medium,Belgium,Organic,Organic_A,iOS,Standard
238,2024-06-01,2024-09-01,Female,Married,21,Low,Poland,Organic,Organic_A,Android,Standard
239,2024-03-01,2024-07-01,Female,Single,36,High,Switzerland,Organic,Organic_C,Web,Premium
240,2024-08-01,2025-05-01,Female,Married,27,Medium,Belgium,Referral,Referral_A,Android,Basic
241,2024-02-01,2024-11-01,Male,Single,28,Medium,Czech Republic,Paid Ads,Paid Ads_B,iOS,Standard
242,2024-07-01,2025-02-01,Female,Single,36,High,Austria,Paid Ads,Paid Ads_B,Android,Premium
243,2024-04-01,2024-09-01,Male,Married,19,Low,Austria,Paid Ads,Paid Ads_A,Android,Basic
244,2024-01-01,,Female,Married,18,,Italy,Paid Ads,Paid Ads_B,iOS,Standard
245,2024-07-01,,Male,Single,41,High,Italy,Paid Ads,Paid Ads_B,iOS,Premium
246,2024-06-01,2024-07-01,Male,Single,18,,Belgium,Paid Ads,Paid Ads_C,iOS,Standard
247,2024-01-01,2024-11-01,Male,Single,25,Low,Poland,Paid Ads,Paid Ads_B,Android,Basic
248,2024-01-01,2024-10-01,Male,Single,18,,Poland,Paid Ads,Paid Ads_B,iOS,Standard
249,2024-01-01,2024-12-01,Male,Single,30,Medium,Poland,Organic,Organic_A,Android,Basic
250,2024-03-01,,Male,Married,39,High,Austria,Organic,Organic_A,iOS,Premium
251,2024-06-01,,Female,Married,36,High,Spain,Referral,Referral_B,Android,Standard
252,2024-01-01,2024-12-01,Male,Married,58,Premium,Netherlands,Organic,Organic_C,Android,Premium
253,2024-04-01,2024-09-01,Female,Married,45,High,Netherlands,Paid Ads,Paid Ads_C,iOS,Premium
254,2024-05-01,,Female,Single,25,Low,Belgium,Paid Ads,Paid Ads_B,Web,Standard
255,2024-01-01,2024-09-01,Male,Married,23,Low,France,Paid Ads,Paid Ads_B,Android,Standard
256,2024-03-01,2024-07-01,Male,Single,62,Premium,Netherlands,Organic,Organic_B,Android,Premium
257,2024-07-01,2024-12-01,Female,Single,45,High,Austria,Paid Ads,Paid Ads_B,Android,Premium
258,2024-06-01,,Male,Single,40,High,Italy,Paid Ads,Paid Ads_C,Android,Standard
259,2024-08-01,2025-04-01,Male,Single,35,Medium,France,Paid Ads,Paid Ads_C,Android,Standard
260,2024-03-01,2024-08-01,Male,Married,37,High,Sweden,Paid Ads,Paid Ads_C,iOS,Premium
261,2024-01-01,2024-10-01,Male,Married,20,Low,Germany,Paid Ads,Paid Ads_C,Web,Basic
262,2024-06-01,,Male,Single,36,High,Portugal,Referral,Referral_B,Android,Standard
263,2024-05-01,2024-08-01,Male,Married,35,Medium,Sweden,Organic,Organic_C,Web,Basic
264,2024-01-01,,Male,Single,25,Low,Poland,Organic,Organic_C,Web,Standard
265,2024-03-01,2024-04-01,Female,Married,29,Medium,Austria,Paid Ads,Paid Ads_C,Android,Basic
266,2024-02-01,2024-07-01,Male,Single,50,High,Austria,Organic,Organic_A,Android,Premium
267,2024-04-01,,Female,Single,33,Medium,Spain,Paid Ads,Paid Ads_B,Android,Standard
268,2024-08-01,2025-08-01,Female,Single,55,Premium,Germany,Paid Ads,Paid Ads_C,Android,Standard
269,2024-07-01,2025-01-01,Female,Married,18,,Poland,Organic,Organic_B,Android,Standard
270,2024-03-01,,Female,Single,29,Medium,Belgium,Organic,Organic_B,iOS,Standard
271,2024-06-01,,Male,Married,19,Low,Austria,Paid Ads,Paid Ads_B,iOS,Basic
272,2024-08-01,,Female,Single,22,Low,Switzerland,Organic,Organic_A,Web,Basic
273,2024-08-01,2025-04-01,Female,Married,26,Medium,Austria,Paid Ads,Paid Ads_A,iOS,Standard
274,2024-08-01,2025-03-01,Female,Married,38,High,Austria,Paid Ads,Paid Ads_C,Web,Standard
275,2024-01-01,2024-10-01,Female,Single,37,High,Netherlands,Paid Ads,Paid Ads_B,Android,Standard
276,2024-04-01,,Female,Single,28,Medium,France,Organic,Organic_A,Android,Basic
277,2024-01-01,2024-10-01,Male,Married,18,,Poland,Organic,Organic_B,Android,Standard
278,2024-06-01,2024-10-01,Male,Married,49,High,Italy,Paid Ads,Paid Ads_C,Android,Premium
